sex,math,income,cappun,height,idealheight,diff,kkardashtemp
female,no,19800,oppose,63.9,65,1.1000000000000014,11
female,no,24800,oppose,62.1,64,1.8999999999999986,8
female,no,57100,oppose,69.5,72,2.5,26
female,no,118500,oppose,63.8,65,1.2000000000000028,1
male,no,15200,oppose,69.2,71,1.7999999999999972,88
female,no,9000,oppose,67.1,68,0.9000000000000057,12
female,no,105800,favor,69.5,71,1.5,8
female,no,17800,oppose,65.8,67,1.2000000000000028,2
female,yes,113600,favor,61.4,63,1.6000000000000014,30
female,no,40100,favor,63.7,66,2.299999999999997,8
male,no,41600,oppose,71.5,74,2.5,92
female,no,33400,oppose,62.6,64,1.3999999999999986,20
female,no,39100,oppose,66.6,68,1.4000000000000057,9
female,no,37400,oppose,66,68,2,0
female,no,69000,oppose,68.5,70,1.5,10
female,no,9700,oppose,66.5,68,1.5,2
female,no,11500,oppose,64.7,67,2.299999999999997,13
female,no,5900,oppose,63,64,1,2
female,no,39400,oppose,62.6,64,1.3999999999999986,4
female,no,4900,favor,63.4,64,0.6000000000000014,12
male,no,20400,oppose,69.7,72,2.299999999999997,84
male,yes,81000,favor,66.7,70,3.299999999999997,98
male,no,29400,oppose,67.6,71,3.4000000000000057,92
male,no,17200,favor,71.3,74,2.700000000000003,88
female,no,15100,favor,65,67,2,10
male,no,80700,favor,66.2,69,2.799999999999997,83
female,no,5200,oppose,68,70,2,13
male,no,23100,oppose,68.7,71,2.299999999999997,96
female,no,33200,oppose,63.2,65,1.7999999999999972,21
male,no,59300,oppose,62.7,65,2.299999999999997,85
male,no,39800,oppose,68.4,71,2.5999999999999943,99
female,no,68800,favor,69.7,72,2.299999999999997,4
male,no,12600,oppose,73.6,76,2.4000000000000057,99
male,no,18200,oppose,75.5,78,2.5,98
female,no,9600,oppose,67.1,68,0.9000000000000057,1
male,no,10200,oppose,66.9,70,3.0999999999999943,96
male,no,20200,oppose,65.7,69,3.299999999999997,97
male,no,20400,oppose,72.1,75,2.9000000000000057,96
female,no,18200,oppose,63.3,65,1.7000000000000028,7
male,no,129900,oppose,69.2,71,1.7999999999999972,99
female,no,10200,favor,64.8,66,1.2000000000000028,2
male,no,6300,favor,70.2,73,2.799999999999997,79
female,no,9300,oppose,64.2,66,1.7999999999999972,0
female,no,14000,oppose,64,66,2,5
female,no,46500,favor,67,68,1,1
female,no,9000,oppose,66.1,67,0.9000000000000057,7
male,no,29700,oppose,73.5,76,2.5,96
male,no,37900,oppose,71.1,74,2.9000000000000057,94
male,no,97600,oppose,74.1,77,2.9000000000000057,91
female,no,13300,oppose,66.3,68,1.7000000000000028,4
male,no,40700,favor,66.1,69,2.9000000000000057,95
male,no,14700,oppose,69.4,72,2.5999999999999943,96
male,no,23500,oppose,74.3,77,2.700000000000003,87
male,no,21500,oppose,69.9,73,3.0999999999999943,96
female,no,29300,favor,69.3,71,1.7000000000000028,22
male,no,18100,favor,71.7,74,2.299999999999997,92
male,no,19000,favor,70.4,73,2.5999999999999943,93
female,no,11400,oppose,66,68,2,2
female,no,4600,oppose,65.5,67,1.5,7
female,no,18000,oppose,61.4,63,1.6000000000000014,7
male,no,32600,oppose,66.3,69,2.700000000000003,91
female,yes,102800,oppose,59.8,61,1.2000000000000028,12
male,no,35700,oppose,69.3,71,1.7000000000000028,71
male,no,24200,oppose,70.4,73,2.5999999999999943,99
female,no,76800,oppose,67.9,69,1.0999999999999943,0
male,no,33100,favor,68.4,71,2.5999999999999943,94
female,no,47400,oppose,66,67,1,14
male,no,7400,oppose,70,72,2,98
male,no,72300,oppose,71.8,74,2.200000000000003,73
male,no,22400,favor,74.3,77,2.700000000000003,94
male,no,8700,favor,70.5,73,2.5,94
female,no,67800,favor,63.8,65,1.2000000000000028,10
male,no,35900,oppose,70.4,73,2.5999999999999943,80
female,no,32600,oppose,65.6,67,1.4000000000000057,4
female,no,18200,favor,67.4,69,1.5999999999999943,2
female,no,4400,oppose,61.2,63,1.7999999999999972,12
female,no,72000,favor,58.7,61,2.299999999999997,5
male,no,67100,oppose,71.1,73,1.9000000000000057,98
male,no,95400,oppose,73.8,76,2.200000000000003,98
male,no,57300,oppose,70.3,73,2.700000000000003,73
male,no,62700,oppose,69.7,72,2.299999999999997,88
female,no,10300,favor,66.7,68,1.2999999999999972,0
male,no,71200,favor,67.1,70,2.9000000000000057,96
male,no,22700,oppose,73.2,75,1.7999999999999972,98
male,no,21000,oppose,71.9,74,2.0999999999999943,93
male,no,14300,oppose,70.3,73,2.700000000000003,65
female,no,23500,oppose,68.8,70,1.2000000000000028,2
male,no,39800,favor,67.8,71,3.200000000000003,99
male,no,22800,favor,71.7,74,2.299999999999997,99
female,no,64900,oppose,65,67,2,8
female,no,60800,favor,64,65,1,14
male,no,21100,favor,73.7,77,3.299999999999997,97
female,no,62900,oppose,65.8,68,2.200000000000003,8
male,no,39500,favor,72.9,76,3.0999999999999943,100
female,no,50500,oppose,65.1,67,1.9000000000000057,2
female,yes,57400,favor,63.2,65,1.7999999999999972,10
female,no,56400,favor,67.3,69,1.7000000000000028,20
female,no,18800,favor,65.3,66,0.7000000000000028,2
male,no,30900,oppose,76.2,79,2.799999999999997,82
female,no,11500,favor,65.5,67,1.5,7
female,no,20200,oppose,67.5,69,1.5,6
female,no,146900,oppose,68.8,70,1.2000000000000028,2
male,no,109500,oppose,68.8,71,2.200000000000003,85
male,no,28000,oppose,63.2,66,2.799999999999997,99
male,no,35700,favor,68.7,71,2.299999999999997,94
female,no,70800,oppose,56.7,59,2.299999999999997,38
female,no,22800,oppose,66.1,68,1.9000000000000057,1
male,yes,12100,oppose,66.5,69,2.5,95
female,no,12600,favor,69,70,1,7
male,no,38300,oppose,66.8,69,2.200000000000003,94
female,no,17500,oppose,67,69,2,3
male,no,133400,favor,72,74,2,96
male,no,31900,oppose,75.9,79,3.0999999999999943,85
male,no,82000,oppose,65.5,69,3.5,97
female,no,19400,oppose,62.7,64,1.2999999999999972,32
male,no,26100,oppose,71.5,73,1.5,94
female,no,28600,oppose,63.9,66,2.1000000000000014,13
female,no,68500,oppose,59.2,61,1.7999999999999972,6
female,no,17300,oppose,61.2,62,0.7999999999999972,2
male,no,45900,favor,69.3,72,2.700000000000003,96
female,no,3500,favor,67.2,69,1.7999999999999972,3
male,no,72900,oppose,77,79,2,94
male,no,27100,oppose,73.2,76,2.799999999999997,88
female,no,59400,oppose,58.1,59,0.8999999999999986,1
female,no,6700,oppose,65.8,67,1.2000000000000028,7
female,no,15300,oppose,62.3,64,1.7000000000000028,14
male,no,6700,oppose,67,70,3,95
female,no,47600,favor,69.7,71,1.2999999999999972,6
male,no,45700,oppose,72,75,3,94
male,yes,48200,oppose,68.3,71,2.700000000000003,78
female,no,45500,favor,68.4,69,0.5999999999999943,2
female,no,7700,oppose,66.6,68,1.4000000000000057,5
male,no,11100,favor,70.4,73,2.5999999999999943,93
female,no,76500,oppose,64.8,66,1.2000000000000028,6
female,yes,88900,favor,64.3,65,0.7000000000000028,2
male,no,30000,favor,71.6,75,3.4000000000000057,99
female,no,14300,oppose,61.6,63,1.3999999999999986,8
male,no,49500,favor,66,68,2,92
male,no,67900,oppose,67.3,69,1.7000000000000028,91
male,no,68200,oppose,67.1,70,2.9000000000000057,98
female,no,24100,oppose,62.9,64,1.1000000000000014,5
male,no,55800,oppose,70.9,73,2.0999999999999943,73
female,no,45700,oppose,60.3,62,1.7000000000000028,7
male,no,13900,oppose,67.5,71,3.5,85
male,no,112500,oppose,66.9,69,2.0999999999999943,99
male,no,29400,oppose,71.9,74,2.0999999999999943,96
female,no,55200,oppose,62.6,64,1.3999999999999986,7
male,yes,47100,oppose,69.3,72,2.700000000000003,93
female,no,72600,oppose,60.1,61,0.8999999999999986,3
male,no,11100,favor,69.3,72,2.700000000000003,94
male,no,46200,favor,69.4,72,2.5999999999999943,88
male,no,32200,favor,63.9,67,3.1000000000000014,86
male,no,22700,oppose,69.6,72,2.4000000000000057,78
male,no,45400,favor,68.7,71,2.299999999999997,97
male,no,22800,oppose,69.9,73,3.0999999999999943,94
female,no,67700,oppose,68.1,70,1.9000000000000057,0
male,no,69800,oppose,68.8,72,3.200000000000003,94
male,no,55200,oppose,70.8,73,2.200000000000003,96
male,no,25900,oppose,74.1,76,1.9000000000000057,94
male,no,55300,favor,71.7,74,2.299999999999997,88
female,no,58600,oppose,66.6,68,1.4000000000000057,5
male,no,54200,favor,71.9,74,2.0999999999999943,88
male,no,119300,oppose,71.6,74,2.4000000000000057,93
female,no,18600,oppose,63,64,1,10
male,no,45000,oppose,70.9,73,2.0999999999999943,83
female,no,11700,oppose,70.8,72,1.2000000000000028,4
male,no,21700,favor,66,69,3,99
female,no,5200,favor,70.4,72,1.5999999999999943,1
male,no,26800,oppose,69.2,72,2.799999999999997,100
male,no,27800,oppose,70.3,72,1.7000000000000028,100
male,no,57700,favor,71.8,74,2.200000000000003,95
male,no,33600,oppose,67.3,70,2.700000000000003,81
female,no,73800,oppose,69.6,71,1.4000000000000057,9
male,no,53300,oppose,64.5,67,2.5,66
female,no,27500,oppose,67.3,69,1.7000000000000028,21
female,yes,68900,oppose,65.7,67,1.2999999999999972,8
male,no,47400,favor,71.5,74,2.5,100
female,no,50700,favor,68.2,69,0.7999999999999972,11
female,no,21800,oppose,61.2,62,0.7999999999999972,27
female,no,7100,oppose,68.7,70,1.2999999999999972,24
female,no,87300,oppose,64.8,66,1.2000000000000028,24
male,no,70600,oppose,72.4,74,1.5999999999999943,91
female,no,87400,favor,63.8,66,2.200000000000003,14
female,no,10800,oppose,62.9,64,1.1000000000000014,2
male,no,59100,favor,68.7,71,2.299999999999997,85
male,no,30200,oppose,70,73,3,79
male,no,14600,favor,69.6,72,2.4000000000000057,90
male,yes,163400,oppose,70.8,73,2.200000000000003,100
female,no,9700,oppose,68.1,70,1.9000000000000057,13
male,no,19900,favor,70.7,74,3.299999999999997,94
male,no,8000,oppose,66.9,70,3.0999999999999943,86
male,no,22700,oppose,64.4,67,2.5999999999999943,98
female,no,14300,oppose,67,68,1,9
male,no,11100,oppose,68.6,71,2.4000000000000057,80
male,no,38300,oppose,66.8,69,2.200000000000003,75
female,no,13200,oppose,64.8,66,1.2000000000000028,8
female,no,49700,oppose,61.6,63,1.3999999999999986,6
male,no,32700,oppose,68.6,71,2.4000000000000057,98
female,no,65400,oppose,60.9,62,1.1000000000000014,32
female,no,83700,favor,61.8,64,2.200000000000003,20
male,no,36800,favor,66.8,69,2.200000000000003,86
female,no,79100,oppose,67.6,69,1.4000000000000057,14
female,no,32200,oppose,62.5,64,1.5,8
female,no,22400,oppose,67,69,2,2
female,no,82700,oppose,63,64,1,31
female,no,63000,oppose,67.3,69,1.7000000000000028,5
male,no,67400,favor,71.2,74,2.799999999999997,74
male,no,91400,oppose,68.2,71,2.799999999999997,97
male,no,16100,oppose,64.3,67,2.700000000000003,90
female,no,13200,favor,62,63,1,9
female,no,56300,favor,64.4,66,1.5999999999999943,4
female,yes,8800,favor,67.5,69,1.5,26
female,no,60600,favor,65.7,67,1.2999999999999972,7
female,no,21700,oppose,69.6,71,1.4000000000000057,6
female,no,42700,favor,68.1,70,1.9000000000000057,0
male,no,62900,oppose,71.3,74,2.700000000000003,98
female,no,41200,oppose,66.6,69,2.4000000000000057,3
male,no,34700,oppose,75.9,78,2.0999999999999943,100
male,no,29400,oppose,76.1,79,2.9000000000000057,99
male,no,22600,oppose,68,70,2,96
female,no,38400,oppose,64.4,66,1.5999999999999943,4
male,no,5600,favor,71.2,73,1.7999999999999972,89
male,no,52900,oppose,70.8,74,3.200000000000003,98
female,no,136100,oppose,66.2,67,0.7999999999999972,8
female,no,33000,oppose,65.6,67,1.4000000000000057,0
male,no,33900,oppose,68.9,71,2.0999999999999943,89
female,no,17000,favor,66.1,67,0.9000000000000057,4
female,no,51500,oppose,64.3,66,1.7000000000000028,24
female,no,73200,oppose,65.2,67,1.7999999999999972,2
male,no,39700,oppose,63.2,66,2.799999999999997,92
female,no,48600,oppose,64.7,66,1.2999999999999972,29
male,no,24700,oppose,68.3,71,2.700000000000003,99
male,no,19000,oppose,67.4,70,2.5999999999999943,88
male,no,36200,oppose,67.9,71,3.0999999999999943,90
female,no,35000,oppose,64.5,66,1.5,3
male,no,46700,favor,74,76,2,90
male,no,34400,favor,71.9,74,2.0999999999999943,88
female,no,19400,oppose,61.3,63,1.7000000000000028,3
female,no,53000,oppose,66,68,2,7
female,no,50800,oppose,58.2,60,1.7999999999999972,19
male,no,42000,oppose,72.5,75,2.5,71
male,no,45700,oppose,66.2,69,2.799999999999997,95
female,no,4900,oppose,64.9,66,1.0999999999999943,36
female,no,41900,oppose,67.8,69,1.2000000000000028,13
female,no,21700,oppose,66.9,69,2.0999999999999943,16
male,no,15500,oppose,65,68,3,99
female,no,85500,oppose,62.7,65,2.299999999999997,4
female,no,63200,oppose,65.7,67,1.2999999999999972,4
male,no,30000,oppose,72.9,75,2.0999999999999943,100
female,no,23600,favor,69.8,71,1.2000000000000028,6
male,no,40200,oppose,70.2,72,1.7999999999999972,98
male,no,23000,favor,70.8,73,2.200000000000003,90
female,no,24900,favor,65.2,67,1.7999999999999972,7
female,no,59800,favor,68,69,1,2
female,no,47100,oppose,66.1,68,1.9000000000000057,4
female,no,74200,oppose,70.3,72,1.7000000000000028,2
female,no,6100,favor,62.1,63,0.8999999999999986,4
female,no,23000,oppose,71.3,73,1.7000000000000028,5
female,no,11700,favor,62.8,64,1.2000000000000028,1
female,no,12100,oppose,68.8,70,1.2000000000000028,10
female,no,114900,oppose,62,64,2,11
female,no,66400,oppose,63.4,65,1.6000000000000014,0
female,no,42400,oppose,62.2,64,1.7999999999999972,1
male,no,22400,oppose,66.4,69,2.5999999999999943,92
female,no,32500,oppose,59.7,62,2.299999999999997,7
female,no,46000,oppose,63.2,65,1.7999999999999972,12
female,no,44400,favor,65.5,67,1.5,1
female,no,14900,oppose,61.9,63,1.1000000000000014,1
male,no,64200,favor,75.5,78,2.5,95
female,no,46000,oppose,58.8,60,1.2000000000000028,4
male,no,55200,oppose,72,74,2,94
male,no,80000,oppose,74.5,77,2.5,97
female,no,46600,favor,67,69,2,4
female,no,53800,favor,63.6,65,1.3999999999999986,31
male,no,40700,favor,72.1,74,1.9000000000000057,89
male,no,27800,oppose,69.4,72,2.5999999999999943,97
male,no,65200,favor,71.7,74,2.299999999999997,98
female,no,97700,oppose,67.4,68,0.5999999999999943,15
male,no,61700,oppose,66.8,69,2.200000000000003,86
male,no,29500,oppose,67.8,70,2.200000000000003,97
female,no,41400,oppose,66.2,68,1.7999999999999972,10
female,no,11200,oppose,63.2,65,1.7999999999999972,4
female,no,46500,oppose,60.3,62,1.7000000000000028,7
female,no,47800,oppose,60.7,62,1.2999999999999972,7
female,no,15900,oppose,59.6,61,1.3999999999999986,0
male,no,7900,favor,65.8,68,2.200000000000003,98
male,no,18800,favor,70,72,2,94
female,no,11100,oppose,67.7,69,1.2999999999999972,18
female,no,44700,oppose,68.3,69,0.7000000000000028,3
female,no,63900,oppose,68.5,70,1.5,7
female,no,23700,oppose,64.4,66,1.5999999999999943,3
male,no,60500,favor,63.7,66,2.299999999999997,94
male,no,11900,oppose,74.2,76,1.7999999999999972,85
female,no,53800,oppose,66.1,68,1.9000000000000057,8
female,no,16600,favor,64.7,66,1.2999999999999972,8
male,no,43100,oppose,67.1,69,1.9000000000000057,99
male,no,15300,oppose,69.6,72,2.4000000000000057,64
male,no,72400,oppose,72,75,3,89
female,no,35100,oppose,63.1,64,0.8999999999999986,11
male,no,40200,favor,65.8,68,2.200000000000003,73
male,no,50300,favor,67.5,70,2.5,96
male,no,53100,favor,67,70,3,95
female,no,27100,favor,69.1,70,0.9000000000000057,15
female,no,52700,favor,65.9,67,1.0999999999999943,10
female,no,56700,oppose,63.5,65,1.5,18
male,no,11100,favor,72.5,75,2.5,90
male,no,10200,favor,72.2,74,1.7999999999999972,79
male,no,58300,favor,67.9,71,3.0999999999999943,81
female,no,48600,favor,65.8,68,2.200000000000003,3
male,no,65400,oppose,75.7,78,2.299999999999997,94
female,yes,21100,oppose,64.5,66,1.5,20
female,no,8200,favor,59.6,60,0.3999999999999986,1
female,no,36900,favor,64.9,66,1.0999999999999943,5
male,no,13000,oppose,66.9,69,2.0999999999999943,96
female,no,20300,oppose,63.9,65,1.1000000000000014,4
female,no,20200,oppose,67.5,69,1.5,18
male,no,40200,oppose,60.7,63,2.299999999999997,94
male,no,37600,favor,71.7,74,2.299999999999997,82
male,no,19900,oppose,70.3,73,2.700000000000003,88
female,no,33100,oppose,65.1,67,1.9000000000000057,24
female,no,64300,oppose,67.1,69,1.9000000000000057,4
female,no,15900,oppose,63,65,2,6
male,no,39800,favor,76.4,79,2.5999999999999943,94
female,no,65600,oppose,65.4,67,1.5999999999999943,17
male,no,29200,favor,70,73,3,89
male,no,23900,oppose,69,72,3,94
male,no,35600,oppose,70.4,73,2.5999999999999943,98
female,no,51800,oppose,60.1,62,1.8999999999999986,3
female,no,10000,oppose,70,71,1,10
male,no,88500,favor,77.2,80,2.799999999999997,100
male,no,15400,oppose,72.9,75,2.0999999999999943,98
female,no,46500,oppose,66.2,68,1.7999999999999972,8
female,no,9800,oppose,65.5,67,1.5,6
male,no,36000,oppose,68.7,71,2.299999999999997,86
male,no,26700,oppose,69.1,72,2.9000000000000057,80
female,no,43200,favor,70.2,72,1.7999999999999972,4
male,no,15800,favor,71,74,3,87
female,no,45400,oppose,64.6,66,1.4000000000000057,7
male,no,34900,oppose,69,71,2,93
male,no,12100,oppose,68.4,72,3.5999999999999943,75
male,no,34500,oppose,70.9,73,2.0999999999999943,89
female,no,90200,oppose,67.4,69,1.5999999999999943,10
male,no,93500,oppose,67.6,71,3.4000000000000057,82
female,no,22800,oppose,65.3,67,1.7000000000000028,2
male,no,73600,oppose,70.2,73,2.799999999999997,99
female,no,19500,favor,63.3,65,1.7000000000000028,4
male,yes,20700,oppose,70.6,73,2.4000000000000057,85
male,no,12700,favor,72.4,74,1.5999999999999943,94
female,no,27900,oppose,71.5,73,1.5,15
female,no,24800,oppose,66.3,67,0.7000000000000028,8
male,no,66100,oppose,67.4,70,2.5999999999999943,99
male,no,77800,favor,71.3,73,1.7000000000000028,92
female,no,28600,oppose,64,65,1,2
male,no,99200,oppose,72.2,75,2.799999999999997,92
male,no,11500,oppose,69.7,72,2.299999999999997,92
male,no,4900,favor,66.8,69,2.200000000000003,74
male,no,83300,oppose,71.2,74,2.799999999999997,81
female,no,51500,oppose,67.1,69,1.9000000000000057,20
female,no,60400,oppose,65.2,66,0.7999999999999972,11
male,no,62900,oppose,73.1,76,2.9000000000000057,84
female,no,1100,oppose,63.5,65,1.5,2
female,yes,25400,favor,67.2,68,0.7999999999999972,32
male,no,36200,oppose,66.7,69,2.299999999999997,81
female,yes,76200,oppose,65.5,67,1.5,6
female,no,45300,oppose,66.4,68,1.5999999999999943,8
female,no,3300,oppose,67.4,69,1.5999999999999943,11
male,yes,57600,oppose,71.2,74,2.799999999999997,97
male,no,77500,oppose,66.1,69,2.9000000000000057,100
male,no,24700,favor,72.5,76,3.5,96
female,no,11600,oppose,69.9,71,1.0999999999999943,15
female,no,10700,oppose,62,64,2,13
male,no,65100,favor,70.6,73,2.4000000000000057,96
male,no,43100,oppose,69.1,72,2.9000000000000057,92
female,no,77400,oppose,61.5,63,1.5,5
male,no,13000,oppose,72.6,75,2.4000000000000057,95
female,no,14000,favor,66.1,68,1.9000000000000057,22
male,no,48200,oppose,71.4,74,2.5999999999999943,91
female,no,48000,favor,62.4,64,1.6000000000000014,1
female,no,38900,oppose,66.4,68,1.5999999999999943,8
male,no,11700,favor,72.7,75,2.299999999999997,99
female,no,31900,oppose,66.7,68,1.2999999999999972,6
male,no,49300,favor,66.1,68,1.9000000000000057,82
male,no,15700,oppose,71.7,74,2.299999999999997,98
female,no,34700,oppose,64.2,66,1.7999999999999972,3
female,no,34700,oppose,69.2,71,1.7999999999999972,13
female,no,35300,oppose,64.8,66,1.2000000000000028,12
male,no,66000,favor,67.2,70,2.799999999999997,88
male,no,23100,oppose,65.3,67,1.7000000000000028,100
female,no,85900,favor,64.5,66,1.5,15
female,no,53900,oppose,66.2,68,1.7999999999999972,13
male,no,31000,favor,76.7,79,2.299999999999997,91
male,no,60400,favor,74.5,76,1.5,96
female,no,75700,oppose,68.2,70,1.7999999999999972,1
male,no,42400,oppose,72.4,75,2.5999999999999943,100
male,no,25500,favor,69.7,72,2.299999999999997,85
female,no,11200,oppose,63.5,65,1.5,9
female,no,53900,favor,63,65,2,2
female,no,27200,oppose,64.4,66,1.5999999999999943,2
male,no,19700,oppose,67.3,70,2.700000000000003,78
male,no,18200,favor,64.9,67,2.0999999999999943,96
female,no,14600,oppose,63.8,65,1.2000000000000028,19
female,no,32400,oppose,65,67,2,3
male,no,43900,favor,72.1,74,1.9000000000000057,98
female,no,77500,oppose,67.3,69,1.7000000000000028,0
male,no,61400,oppose,76,79,3,81
female,no,82900,oppose,68.4,70,1.5999999999999943,33
female,no,55700,oppose,62.2,64,1.7999999999999972,1
female,no,26900,oppose,64.1,66,1.9000000000000057,12
male,no,21100,favor,69.4,72,2.5999999999999943,100
female,no,34000,oppose,62.7,64,1.2999999999999972,4
female,no,45700,oppose,64.7,66,1.2999999999999972,3
male,no,70900,oppose,69.7,72,2.299999999999997,94
male,no,48900,favor,66.4,69,2.5999999999999943,91
male,no,17500,oppose,65.7,68,2.299999999999997,82
male,no,38100,favor,67,70,3,91
female,no,47600,oppose,61.1,63,1.8999999999999986,6
male,yes,113900,oppose,74.5,77,2.5,97
male,no,36300,favor,71.6,75,3.4000000000000057,89
male,no,67400,oppose,70.9,74,3.0999999999999943,95
female,no,27000,favor,60.6,62,1.3999999999999986,2
female,no,62800,favor,61.9,63,1.1000000000000014,16
male,no,70500,favor,74.9,78,3.0999999999999943,97
male,no,73900,oppose,70.9,73,2.0999999999999943,73
female,no,90600,favor,68.1,70,1.9000000000000057,18
female,no,41000,oppose,61.7,63,1.2999999999999972,5
female,no,18400,favor,64.5,66,1.5,4
female,yes,25900,oppose,62.4,64,1.6000000000000014,34
female,no,14900,favor,63.1,64,0.8999999999999986,7
male,no,42300,oppose,74.5,77,2.5,99
male,no,61400,oppose,70.2,73,2.799999999999997,88
female,yes,36900,favor,64,66,2,6
male,no,19000,oppose,69.5,71,1.5,100
male,no,32100,oppose,65.4,68,2.5999999999999943,76
male,no,11900,oppose,68.7,71,2.299999999999997,95
female,no,134700,oppose,66.9,68,1.0999999999999943,17
female,no,47600,oppose,71.6,73,1.4000000000000057,9
female,no,34100,oppose,61,62,1,6
male,no,54600,oppose,69.1,72,2.9000000000000057,79
male,no,35800,favor,70.6,73,2.4000000000000057,94
female,no,34100,oppose,60.8,62,1.2000000000000028,7
female,no,53200,favor,67.2,69,1.7999999999999972,3
male,no,18200,favor,77.2,80,2.799999999999997,97
female,no,25000,oppose,70.3,72,1.7000000000000028,0
female,no,57300,favor,59.7,61,1.2999999999999972,3
male,no,34700,oppose,70.9,73,2.0999999999999943,95
male,no,72600,oppose,70.6,74,3.4000000000000057,92
female,no,29100,oppose,64.6,66,1.4000000000000057,14
female,no,24400,favor,65.5,67,1.5,10
female,no,26600,oppose,66,67,1,9
female,no,37600,oppose,61.2,63,1.7999999999999972,3
female,no,154400,oppose,63.4,65,1.6000000000000014,1
female,no,11900,oppose,66.7,69,2.299999999999997,32
male,no,20100,oppose,69,71,2,98
male,no,29800,oppose,69.1,72,2.9000000000000057,88
female,no,17700,oppose,61.9,63,1.1000000000000014,0
female,no,18400,oppose,64.8,66,1.2000000000000028,0
male,no,54900,oppose,71.5,74,2.5,96
female,no,14800,oppose,60.6,62,1.3999999999999986,31
female,no,13200,oppose,59.6,61,1.3999999999999986,18
female,no,39900,oppose,61.9,63,1.1000000000000014,1
male,no,19000,favor,73.2,76,2.799999999999997,100
male,no,135700,oppose,68.3,71,2.700000000000003,94
male,no,71600,oppose,72.1,75,2.9000000000000057,91
male,no,11700,favor,69.5,72,2.5,97
female,no,1700,oppose,68.1,70,1.9000000000000057,4
female,no,53000,oppose,67.4,69,1.5999999999999943,2
female,no,17400,oppose,61.8,63,1.2000000000000028,6
female,no,11700,oppose,62.6,64,1.3999999999999986,2
female,no,62100,oppose,72.1,74,1.9000000000000057,6
female,no,22900,oppose,64.7,66,1.2999999999999972,4
male,no,28000,favor,69.1,71,1.9000000000000057,100
female,no,20700,oppose,65.3,66,0.7000000000000028,31
female,no,30600,oppose,65.2,67,1.7999999999999972,7
female,no,85700,oppose,64.4,66,1.5999999999999943,15
male,no,34300,oppose,70.6,73,2.4000000000000057,97
female,no,19700,oppose,70.7,72,1.2999999999999972,14
female,no,49100,oppose,63.7,65,1.2999999999999972,1
male,no,59400,favor,69.4,72,2.5999999999999943,100
male,no,14100,oppose,67.4,70,2.5999999999999943,100
male,no,22300,oppose,68.6,71,2.4000000000000057,97
male,no,130800,oppose,75.1,78,2.9000000000000057,92
female,no,57300,favor,67,68,1,11
female,no,13400,favor,63.3,64,0.7000000000000028,9
male,no,13700,oppose,65.6,68,2.4000000000000057,76
male,no,50900,favor,67.3,70,2.700000000000003,94
female,no,17900,oppose,64.6,66,1.4000000000000057,37
female,no,14800,oppose,62.8,64,1.2000000000000028,2
female,no,15400,favor,62.8,65,2.200000000000003,16
male,no,28900,oppose,65.1,68,2.9000000000000057,99
male,no,68000,oppose,73.3,76,2.700000000000003,90
male,no,12600,favor,72.5,75,2.5,91
male,no,33400,oppose,69.6,72,2.4000000000000057,72
male,no,140500,oppose,71.8,74,2.200000000000003,96
female,no,92200,oppose,61.3,63,1.7000000000000028,13
female,no,18800,oppose,62.2,63,0.7999999999999972,2
female,no,26600,oppose,65.4,66,0.5999999999999943,5
female,no,53700,oppose,62.9,64,1.1000000000000014,15
male,no,17200,oppose,67.4,70,2.5999999999999943,89
female,no,29900,oppose,64.4,66,1.5999999999999943,1
female,no,25500,favor,65.7,67,1.2999999999999972,4
male,no,18900,oppose,67.2,70,2.799999999999997,82
female,no,16600,oppose,65.8,68,2.200000000000003,7
male,no,16200,oppose,71,73,2,100
male,yes,55800,oppose,67,69,2,98
male,no,19000,favor,72.1,74,1.9000000000000057,88
female,no,34700,oppose,62.6,64,1.3999999999999986,0
male,no,22700,favor,68.8,71,2.200000000000003,95
male,no,49500,oppose,70.9,73,2.0999999999999943,99
male,no,36900,oppose,65.7,68,2.299999999999997,96
male,no,17800,favor,73.4,76,2.5999999999999943,71
female,no,30700,oppose,64.5,66,1.5,13
male,no,29000,favor,69.1,72,2.9000000000000057,99
male,no,29000,favor,69.9,73,3.0999999999999943,88
male,no,38400,favor,71.1,73,1.9000000000000057,75
female,no,35200,oppose,68.5,71,2.5,3
male,no,10000,oppose,74.3,77,2.700000000000003,100
female,no,13100,oppose,66.7,69,2.299999999999997,2
male,no,50300,oppose,63.7,66,2.299999999999997,99
female,no,35400,oppose,63.1,65,1.8999999999999986,24
male,no,78800,oppose,71.1,73,1.9000000000000057,97
female,no,7800,oppose,69.4,70,0.5999999999999943,8
female,yes,121000,oppose,66.2,67,0.7999999999999972,6
female,no,39500,oppose,63.7,65,1.2999999999999972,6
female,no,16700,oppose,64,65,1,3
female,no,110400,favor,63.2,65,1.7999999999999972,22
female,no,21900,oppose,62.8,64,1.2000000000000028,1
female,no,600,oppose,64.4,66,1.5999999999999943,2
male,no,100400,oppose,65.2,68,2.799999999999997,97
female,no,50800,oppose,63.3,65,1.7000000000000028,6
male,no,24700,oppose,68.8,71,2.200000000000003,98
male,no,49100,favor,70.6,73,2.4000000000000057,73
female,no,92100,oppose,63,65,2,25
male,no,46900,oppose,73.2,76,2.799999999999997,94
male,no,38600,favor,67,70,3,99
female,no,30900,oppose,59.7,62,2.299999999999997,8
